@relation 'all_train-weka.filters.unsupervised.attribute.Remove-R1,502-515,517-519-weka.filters.unsupervised.attribute.Remove-R502-weka.filters.unsupervised.attribute.NumericTransform-R1-500-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.Remove-V-R21,360,4,51,283,461,76,479,201,312,77,343,483,263,485,356,74,398,274,217,214,282,134,286,25,95,90,54,154,73,344,465,222,92,347,207,326,348,315,166,96,131,430,188,329,352,264,17,160,357,501'

@attribute dim21 numeric
@attribute dim360 numeric
@attribute dim4 numeric
@attribute dim51 numeric
@attribute dim283 numeric
@attribute dim461 numeric
@attribute dim76 numeric
@attribute dim479 numeric
@attribute dim201 numeric
@attribute dim312 numeric
@attribute dim77 numeric
@attribute dim343 numeric
@attribute dim483 numeric
@attribute dim263 numeric
@attribute dim485 numeric
@attribute dim356 numeric
@attribute dim74 numeric
@attribute dim398 numeric
@attribute dim274 numeric
@attribute dim217 numeric
@attribute dim214 numeric
@attribute dim282 numeric
@attribute dim134 numeric
@attribute dim286 numeric
@attribute dim25 numeric
@attribute dim95 numeric
@attribute dim90 numeric
@attribute dim54 numeric
@attribute dim154 numeric
@attribute dim73 numeric
@attribute dim344 numeric
@attribute dim465 numeric
@attribute dim222 numeric
@attribute dim92 numeric
@attribute dim347 numeric
@attribute dim207 numeric
@attribute dim326 numeric
@attribute dim348 numeric
@attribute dim315 numeric
@attribute dim166 numeric
@attribute dim96 numeric
@attribute dim131 numeric
@attribute dim430 numeric
@attribute dim188 numeric
@attribute dim329 numeric
@attribute dim352 numeric
@attribute dim264 numeric
@attribute dim17 numeric
@attribute dim160 numeric
@attribute dim357 numeric
@attribute is_person {0,1}

@data
-5.043055,-4.943023,-5.422521,-4.991863,-5.908227,-5.15439,-5.908227,-5.684863,-7.294889,-5.502639,-5.790321,-5.502639,-6.601006,-5.214896,-5.279496,-4.323984,-5.097174,-5.58974,-4.991863,-5.58974,-5.279496,-6.195786,-5.422521,-6.378304,-5.043055,-5.790321,-6.041495,-5.502639,-6.041495,-5.790321,-5.348559,?,-5.790321,-5.043055,-5.684863,-6.378304,-6.601006,-5.214896,-5.908227,-6.041495,-5.097174,-5.422521,-6.378304,-6.601006,-5.58974,-6.601006,-5.908227,-6.378304,-6.601006,?,1
-6.041495,-6.601006,-5.422521,-5.684863,-6.601006,-6.888934,-7.294889,-6.041495,-4.655306,?,-6.195786,-6.888934,-6.888934,-6.195786,-6.888934,-7.294889,-6.601006,-6.601006,-5.58974,-6.601006,-7.294889,-7.294889,-6.601006,-7.986565,-6.378304,-5.58974,-7.986565,-6.378304,-5.58974,-6.378304,-7.294889,-5.790321,-5.908227,-6.888934,-6.888934,-7.294889,-6.601006,-6.601006,-5.684863,-4.852094,-6.378304,-7.986565,-6.195786,-4.349908,-6.378304,-6.195786,-7.294889,-5.790321,-7.986565,-5.684863,0
0.780306,2.217865,-0.99328,0.483043,2.037845,2.229061,1.894102,-0.937019,-1.273798,-1.103084,1.838005,0.089435,1.302954,2.143669,2.296619,1.969252,1.935292,1.733791,1.767132,1.712642,2.111855,2.196306,2.061329,1.780315,1.972633,1.3675,1.486127,2.291648,1.632482,1.401276,2.292163,0.247129,0.596958,0.965951,1.970012,0.802306,1.264098,-0.726431,-0.669575,2.009746,2.173578,1.128247,1.162222,1.77836,0.347012,1.773417,1.579419,1.438154,1.413439,2.219688,1
?,?,?,-7.20347,-6.287179,?,?,?,-6.510322,?,?,?,?,?,?,?,?,?,?,-5.817175,?,-7.20347,?,?,?,?,?,?,-7.20347,-7.896617,?,-7.20347,-6.104857,?,?,-6.798004,-5.257559,?,-7.20347,-6.287179,?,-7.896617,?,-7.20347,?,-7.896617,?,-5.950707,?,-6.287179,0
-6.378304,-7.986565,-7.986565,-5.790321,-5.502639,-7.986565,-6.195786,-7.294889,-4.349908,-6.378304,-7.986565,-7.986565,-7.294889,-7.986565,-6.601006,-6.601006,-5.908227,-6.378304,-5.908227,-5.790321,?,-7.294889,-6.195786,-7.986565,-7.294889,-6.888934,-5.684863,-6.041495,-7.294889,-6.888934,-7.986565,-5.15439,-5.58974,-7.986565,-6.601006,-5.422521,-5.790321,?,-6.195786,-6.888934,-7.986565,-6.888934,-5.790321,-7.986565,-7.986565,-6.888934,-6.041495,-5.684863,-7.294889,-6.195786,1
-5.124028,-5.817175,-5.699392,-4.677633,-5.950707,-6.287179,-5.498721,-6.798004,-4.49533,-6.104857,-7.20347,?,-5.699392,-6.510322,-7.20347,-5.817175,-5.950707,-5.817175,-5.817175,-5.257559,-7.20347,-7.20347,-6.798004,-6.510322,-5.817175,-5.950707,-6.287179,-6.510322,-7.20347,-7.896617,-7.20347,-5.699392,-5.331667,-6.287179,-6.510322,-5.950707,-6.510322,?,-5.950707,-6.510322,-7.896617,-5.817175,-5.699392,-6.510322,-6.104857,-6.510322,-6.287179,-5.498721,-6.510322,-6.798004,1
-5.58974,-6.041495,-5.58974,-6.378304,-5.348559,-5.348559,-5.790321,-5.790321,-6.378304,-5.348559,-6.195786,-6.195786,-6.041495,-5.908227,-5.422521,-5.097174,-5.58974,-5.790321,-5.684863,-6.041495,-6.195786,-5.097174,-6.888934,-5.684863,-5.684863,-5.043055,-5.908227,-6.378304,-5.908227,-6.378304,-5.908227,?,-5.279496,-6.601006,-5.684863,-6.195786,-6.195786,-6.378304,-5.348559,-7.986565,-6.195786,-5.58974,-5.279496,-6.888934,-5.908227,-5.908227,-5.908227,-6.601006,-6.888934,-5.908227,1
-6.195786,-5.684863,-5.58974,-6.378304,-5.58974,-5.908227,-6.378304,-6.195786,-4.991863,-5.790321,-5.279496,-5.790321,-5.908227,-5.684863,-5.043055,-7.294889,-7.986565,-6.195786,-6.601006,-6.195786,-6.378304,-5.043055,-5.502639,-5.58974,-6.378304,-5.502639,-6.378304,-5.422521,-5.502639,-5.279496,-5.043055,-7.294889,-5.908227,-6.888934,-6.195786,-5.908227,-5.58974,-6.195786,-5.279496,-6.378304,-5.58974,-6.888934,-5.790321,-6.378304,-6.041495,-5.58974,-5.908227,-6.041495,-7.294889,-6.888934,1
-7.896617,-7.896617,-6.510322,-6.104857,-5.699392,-7.896617,?,-7.896617,?,-6.798004,-7.896617,-7.20347,-6.510322,-6.798004,-6.104857,-7.896617,?,-6.798004,-6.798004,-5.817175,-7.20347,-6.510322,-5.498721,-6.510322,-6.798004,-6.798004,-7.20347,-7.20347,-6.287179,-7.20347,-6.510322,?,-6.510322,-7.20347,-7.896617,-6.798004,-5.699392,-7.20347,-6.287179,-6.798004,-6.510322,-5.498721,-7.20347,-6.287179,-6.510322,-6.798004,-7.896617,-5.950707,-7.896617,-6.287179,0
-5.790321,-6.195786,-7.986565,-6.195786,-6.041495,-5.908227,-6.041495,-6.195786,-4.323984,-5.279496,-6.601006,-7.986565,-7.986565,-7.294889,-6.601006,-4.991863,-5.908227,-6.601006,-6.888934,-7.294889,-7.986565,-7.294889,-7.294889,?,-6.195786,-6.195786,-6.601006,-6.601006,?,-6.195786,-6.041495,-5.214896,-6.888934,-6.041495,-5.502639,-7.294889,-6.378304,-6.601006,-7.294889,-6.378304,-7.986565,-6.888934,-6.888934,-6.888934,-6.888934,-6.888934,-7.986565,-6.601006,-6.041495,-7.294889,0
-7.020924,-5.41171,-5.63491,?,-7.020924,-7.020924,?,-6.327777,?,-6.327777,-5.075174,-5.229351,-4.718451,-5.63491,-5.229351,-5.922312,-7.020924,-5.922312,-5.922312,-5.41171,-6.327777,-5.922312,-5.63491,-6.327777,-5.63491,-6.327777,-7.020924,-4.823824,-4.456147,-5.922312,-4.536204,?,?,-6.327777,-7.020924,-5.922312,?,-6.327777,-5.075174,-5.922312,-5.075174,-5.075174,-5.229351,-5.922312,-7.020924,-4.313023,-5.922312,?,-7.020924,-4.718451,0
-5.698198,-6.257516,-6.950663,-6.034372,-5.85205,-6.950663,-5.698198,-6.950663,-5.004902,-5.698198,-6.545198,?,-5.698198,-6.545198,-6.545198,-5.85205,-5.446817,-5.698198,-7.64381,-6.257516,-7.64381,-7.64381,-5.698198,-6.545198,-6.950663,-5.698198,-5.85205,-6.950663,-5.341434,-5.85205,-6.545198,-5.698198,-6.034372,-6.950663,-6.034372,?,-6.034372,-6.950663,-5.446817,?,-7.64381,-6.034372,-5.341434,-7.64381,-5.698198,-7.64381,-5.004902,-6.034372,-6.950663,-5.85205,1
-5.422521,-5.790321,-6.378304,-6.195786,-6.378304,-5.790321,-6.378304,-6.601006,-7.294889,-6.041495,-6.041495,?,-6.601006,-6.601006,-6.601006,-5.684863,-5.58974,-5.348559,-5.790321,-5.790321,-6.041495,-5.790321,-6.601006,?,-6.378304,-6.195786,-6.888934,-6.888934,-6.601006,-7.986565,-6.888934,-7.294889,-5.908227,-6.378304,-7.294889,-6.195786,-5.790321,-7.986565,-4.852094,-6.888934,-6.378304,-7.294889,-5.790321,-5.422521,-6.601006,-6.378304,-6.195786,-6.888934,-5.58974,-5.908227,0
?,-8.069307,-6.684612,-7.377759,-7.377759,?,-8.069307,?,-4.544546,?,?,-7.377759,-8.069307,-8.069307,-7.377759,?,?,-7.377759,?,-8.069307,-7.377759,?,?,?,?,?,-7.377759,-6.684612,-6.684612,?,-8.069307,?,-7.377759,-8.069307,-8.069307,?,-8.069307,?,-7.377759,-7.377759,-8.069307,-6.972827,-7.377759,-5.585999,-8.069307,-8.069307,-7.377759,-6.972827,-7.377759,-7.377759,0
-5.034416,-5.950707,-5.832753,-5.196844,-5.832753,-6.643854,-7.337001,-6.084019,?,-6.643854,-5.832753,-5.727563,-5.321995,-7.337001,-5.727563,-6.420403,-8.028613,-6.643854,-5.545241,-6.084019,-6.238389,-5.139776,-6.084019,-6.238389,-5.950707,-6.931024,-8.028613,-5.545241,-5.321995,-5.950707,-5.632113,?,-6.420403,-6.238389,-7.337001,-6.238389,-6.643854,-6.084019,-6.931024,-6.084019,-5.727563,-5.832753,-6.420403,-6.084019,-6.643854,-5.465081,-6.420403,-6.643854,?,-5.465081,1
-7.377759,-5.298317,-6.124767,-6.279147,-6.461148,-6.124767,-6.461148,-5.672865,-4.77501,-7.377759,-6.124767,-5.873859,-6.461148,-6.124767,-7.377759,-5.431849,-6.972827,-5.505834,-6.461148,-6.124767,-5.873859,-6.279147,-6.279147,-6.461148,-5.873859,-7.377759,-6.124767,-5.873859,-6.461148,-6.461148,-6.279147,-5.126383,-5.991465,-5.873859,-7.377759,-8.069307,?,-6.124767,-6.279147,-5.873859,-5.991465,-6.972827,-6.124767,-6.972827,-7.377759,-5.585999,-8.069307,-5.585999,?,-6.972827,1
?,-6.333392,-7.250246,-6.333392,-7.943393,-6.333392,-7.250246,-5.458251,-4.279542,?,-6.557098,-6.333392,-6.84478,-7.943393,-5.458251,-7.943393,-7.250246,-6.84478,-7.943393,-6.333392,-6.84478,-6.557098,-5.863599,-5.99708,-7.250246,-7.250246,-7.250246,-5.863599,-5.745855,-5.545241,-5.545241,-6.84478,-6.333392,-6.557098,-7.943393,-6.151164,-6.151164,-5.234967,-7.250246,-6.333392,-5.545241,-6.333392,-7.250246,-6.151164,-7.250246,-6.557098,-6.84478,-6.84478,-7.250246,-7.943393,1
-6.104857,-7.20347,-5.817175,-6.287179,-6.104857,-7.896617,-6.287179,-7.20347,-7.20347,-5.950707,-7.20347,-7.20347,-6.798004,?,-6.510322,-7.896617,-5.594032,-6.510322,-6.798004,-6.510322,-7.896617,-6.798004,-6.510322,-7.20347,-6.798004,-5.594032,-6.287179,-6.104857,-5.817175,-5.950707,-6.510322,-6.798004,-5.498721,?,-6.104857,-6.104857,-5.257559,?,-5.699392,-6.287179,-6.510322,-6.510322,-6.287179,-5.699392,-6.104857,-5.950707,-6.287179,-6.104857,-7.896617,-5.188567,1
-7.896617,?,-6.104857,-6.798004,-6.798004,-7.20347,-6.287179,-7.20347,-7.896617,-6.510322,?,-6.510322,-6.510322,-7.896617,-5.950707,-6.798004,-6.287179,-7.20347,-7.20347,?,?,-7.20347,-6.287179,-6.798004,-7.20347,-7.20347,-6.510322,-6.510322,-5.699392,-7.896617,-6.510322,?,-7.896617,?,-5.950707,-6.510322,-6.287179,-7.20347,-7.20347,-7.896617,?,-7.20347,-6.287179,-7.20347,-6.510322,-6.287179,-7.20347,-7.896617,-4.677633,-6.287179,1
-5.188567,-5.41171,-5.498721,-5.331667,-5.257559,-5.594032,-5.950707,-5.594032,-4.677633,-5.124028,-5.699392,-5.699392,-5.188567,-5.498721,-5.594032,-5.188567,-5.950707,-5.124028,-5.331667,-5.699392,-5.594032,-5.063403,-5.950707,-5.594032,-5.41171,-5.498721,-5.950707,-5.498721,-5.498721,-5.817175,-5.699392,-5.257559,-5.817175,-5.063403,-5.498721,-5.817175,-6.510322,-5.257559,-5.331667,-6.104857,-5.594032,-6.287179,-5.006245,-6.510322,-6.287179,-5.950707,-6.104857,-6.510322,?,-5.699392,1
?,-7.154935,-7.154935,-7.846803,-7.846803,?,-7.846803,?,-6.055896,?,?,-7.846803,-7.846803,?,?,-6.238389,?,?,-7.154935,?,-7.846803,-7.154935,?,-7.846803,-7.154935,?,-7.154935,?,?,?,-7.154935,-6.461148,-7.154935,-7.154935,-7.846803,?,-7.846803,?,?,-7.846803,?,?,?,-7.154935,-6.238389,-6.749044,?,-7.846803,-5.545241,?,0
-5.279496,-6.195786,-5.502639,-5.790321,-6.888934,-5.58974,-5.908227,-6.378304,-6.195786,-5.908227,-6.195786,-6.888934,-5.279496,-6.195786,-6.195786,-5.348559,-6.041495,-5.502639,-5.279496,-5.684863,-6.378304,-6.378304,-5.502639,-5.58974,-6.041495,-5.790321,-6.888934,-5.214896,-5.348559,-5.422521,-5.58974,-6.601006,-7.986565,-6.041495,-6.888934,-6.195786,-6.195786,-6.888934,-5.908227,-6.601006,-5.58974,-6.378304,-5.908227,-6.888934,-6.195786,-5.908227,-6.378304,-5.214896,?,-4.896459,0
-5.58974,-6.601006,-6.195786,-5.908227,-6.888934,-6.888934,-6.378304,-7.986565,-7.294889,-6.195786,-7.986565,?,-6.378304,-7.294889,-7.986565,-5.790321,-6.601006,-5.908227,-6.195786,-6.378304,-7.294889,-6.378304,-6.195786,-7.294889,-7.294889,-6.378304,-7.294889,-6.601006,-6.195786,-6.601006,-5.908227,-7.294889,-5.908227,-6.888934,-7.986565,-6.378304,-6.888934,-7.294889,-5.908227,-6.888934,?,-5.502639,-6.378304,-6.195786,-6.601006,-6.041495,-5.58974,-6.601006,-5.684863,-5.684863,0
-6.040235,-6.55078,-6.040235,?,-6.956946,-5.08482,-7.650093,-4.816509,-4.87711,-6.040235,-5.452401,-5.010585,-5.570126,-4.941622,-5.164836,-5.08482,-5.857983,-7.650093,-5.703882,-5.857983,-5.347088,-5.08482,-5.570126,-5.251816,-5.857983,-6.956946,?,-5.570126,-4.941622,-5.857983,-5.251816,-5.570126,?,-5.452401,?,-6.55078,?,-4.941622,-6.040235,-5.452401,-4.705212,-6.263273,-6.55078,-6.956946,-6.956946,-5.08482,-6.956946,?,-7.650093,-6.956946,1
?,-6.195786,-6.378304,-7.986565,-6.195786,-5.684863,-6.888934,-6.888934,-4.249876,-6.195786,-6.601006,-7.986565,-7.294889,-6.601006,-6.041495,-5.790321,-6.601006,-6.041495,-6.601006,?,-6.378304,-6.378304,-7.294889,-6.378304,-6.601006,-6.888934,-6.041495,-6.888934,?,-6.601006,-6.601006,-5.348559,-6.601006,-5.908227,-6.195786,-6.378304,-7.294889,-7.986565,-7.986565,?,-7.986565,-6.601006,-6.378304,-6.378304,-6.195786,-6.888934,-6.041495,-7.986565,-5.348559,-6.888934,1
-5.987074,-6.574861,-6.392539,-5.41171,-5.881714,-5.881714,-6.798004,-5.351085,-5.545241,-5.987074,-5.881714,-6.798004,-6.574861,-6.238389,-7.491152,-6.104857,-6.238389,-5.786404,-5.881714,-6.238389,-6.798004,-6.104857,-7.085686,-5.881714,-5.881714,-7.085686,-6.104857,-6.104857,-5.23986,-7.085686,-7.491152,-5.881714,-5.699392,-5.987074,-6.238389,-5.619349,-5.786404,-5.41171,-5.699392,-6.238389,-5.786404,-6.392539,-6.104857,-5.476249,-6.798004,-5.987074,-5.987074,-6.238389,?,-6.574861,1
-6.798004,-5.817175,-5.188567,-7.20347,-5.699392,-5.817175,-5.699392,-6.510322,-6.287179,-5.817175,-5.817175,-5.817175,-5.41171,-6.510322,-6.104857,-5.950707,-5.594032,-6.510322,-6.510322,-6.798004,-6.510322,-5.594032,-5.950707,-6.104857,-5.498721,-6.510322,-5.817175,-5.257559,-5.817175,-5.950707,-6.104857,?,-7.20347,-7.20347,-5.950707,-5.950707,-6.287179,-6.104857,-6.510322,-7.20347,-5.950707,-6.104857,-6.104857,-6.510322,-7.20347,-5.594032,-6.287179,-5.817175,-7.20347,-6.104857,1
?,-6.055896,?,?,-7.846803,-5.768321,?,-5.362963,?,-7.154935,-5.449838,-5.282838,-4.669709,-6.461148,-5.768321,-6.461148,-7.846803,-7.846803,-7.846803,-7.846803,-6.055896,-5.449838,-7.154935,-5.282838,-6.238389,-7.846803,-7.846803,-5.650431,-5.768321,-5.545241,-5.90199,?,-7.154935,-6.055896,?,?,-7.154935,-4.852094,-6.238389,-6.238389,-4.628848,-6.238389,-6.461148,-5.545241,-7.846803,-5.768321,?,-7.846803,-7.154935,?,0
-6.104857,-7.896617,-7.896617,-7.896617,-7.20347,-7.896617,-5.594032,-6.104857,-5.498721,-6.287179,-5.950707,-6.287179,-6.287179,-5.699392,-6.104857,-5.817175,-7.20347,?,-6.510322,?,-6.287179,-7.896617,-6.287179,-7.896617,-6.104857,-7.20347,-6.510322,-7.20347,-6.510322,-6.510322,-6.287179,-5.817175,-5.699392,-6.287179,-6.104857,-6.798004,-6.287179,-5.594032,-7.896617,?,-6.104857,-6.287179,-7.20347,?,-6.798004,-6.510322,-7.896617,-7.20347,-6.104857,-5.257559,0
-6.888934,-6.888934,-7.294889,-6.601006,-6.888934,-6.378304,-6.378304,-6.195786,-5.684863,-7.294889,-7.294889,-6.378304,-7.986565,-7.294889,-6.378304,-5.790321,-7.986565,?,-7.986565,-7.986565,-6.601006,?,-6.041495,-6.888934,-6.888934,-6.195786,-7.294889,-7.986565,-7.294889,-7.294889,-6.601006,-5.790321,-7.986565,-5.908227,?,-6.041495,-6.888934,-6.888934,?,-6.601006,-6.378304,-6.378304,-7.294889,-6.195786,-6.601006,-6.888934,-6.888934,-5.908227,-5.790321,-6.888934,0
-6.124767,?,?,-7.377759,?,?,-8.069307,-8.069307,-3.616559,-7.377759,?,?,?,-8.069307,-7.377759,-7.377759,-8.069307,?,-6.461148,?,?,?,?,?,-8.069307,?,-6.972827,?,?,-8.069307,?,-5.075174,?,?,-6.279147,-8.069307,?,?,-8.069307,-4.63697,?,-8.069307,?,-5.991465,-8.069307,?,?,-6.972827,-4.309743,-6.972827,0
-6.39673,-7.494742,-6.802495,?,-7.494742,-7.494742,-7.494742,?,-4.094325,-6.802495,-7.494742,-7.494742,-5.703882,?,-7.494742,?,-7.494742,-7.494742,-7.494742,-5.886024,?,?,-5.886024,-6.802495,?,-6.109348,-6.109348,-5.549603,-6.109348,-5.703882,-6.802495,-4.787532,-6.39673,-6.802495,-6.39673,-5.886024,-6.39673,-6.802495,-7.494742,-7.494742,?,-6.39673,-5.886024,-6.109348,-6.109348,-6.39673,-6.802495,-5.703882,-4.276658,?,0
-6.378304,-6.888934,-5.790321,-5.908227,-6.601006,-6.601006,-6.601006,-7.294889,-5.214896,-7.294889,-6.601006,-6.601006,-6.041495,-6.888934,-7.986565,-7.294889,-7.294889,-5.908227,-6.195786,-6.601006,-7.986565,-5.279496,-7.986565,-6.378304,-7.294889,-6.888934,-7.986565,-6.041495,-6.195786,-7.986565,-6.378304,-6.041495,-7.294889,-7.986565,-7.986565,-6.041495,-7.294889,-7.986565,-6.195786,-4.852094,-6.888934,-7.986565,-6.378304,-5.097174,?,-5.684863,-5.790321,-6.195786,-7.986565,-6.041495,1
-6.041495,-6.041495,-6.601006,-5.684863,-6.378304,-6.195786,-7.294889,-6.601006,-4.991863,-5.908227,-6.378304,?,-5.908227,-6.888934,-6.888934,-5.502639,-6.888934,-5.790321,-5.348559,-6.378304,-6.195786,-6.041495,-6.378304,-7.986565,-7.986565,-7.294889,-6.601006,-6.195786,-6.888934,?,-6.888934,-5.684863,-6.378304,-6.601006,-5.908227,-6.195786,-6.195786,-7.986565,-6.378304,-5.908227,-6.888934,-6.378304,-6.888934,-5.502639,-6.041495,-6.601006,-6.378304,-5.790321,-6.601006,-6.888934,1
-6.104857,-5.699392,-6.287179,-6.798004,-5.699392,-6.287179,-6.798004,-6.798004,-4.60068,-6.510322,-6.287179,?,-5.063403,-6.104857,-6.510322,-5.699392,-6.287179,-6.287179,-5.817175,-6.287179,-7.896617,-5.594032,-6.798004,?,-5.699392,-7.20347,-6.104857,-6.510322,-5.817175,-5.063403,-6.798004,-5.188567,-7.896617,-5.950707,-7.20347,-7.896617,-6.510322,-7.20347,-6.287179,-5.124028,-5.699392,-5.699392,-6.104857,-6.104857,-6.287179,-5.950707,-6.510322,-6.287179,-6.510322,-6.104857,1
-6.124767,-5.672865,-6.972827,-6.279147,-5.991465,-5.237599,-6.461148,-5.505834,-6.124767,-6.461148,-6.461148,-6.124767,-5.505834,-5.505834,-5.237599,-5.873859,-6.279147,-5.991465,-6.279147,-6.972827,-5.873859,-5.768321,-5.505834,-5.585999,-6.279147,-6.461148,-6.461148,-5.873859,-6.124767,-5.768321,-5.585999,?,-6.279147,-5.873859,-5.672865,-6.124767,-6.972827,-6.124767,-6.124767,-6.124767,-5.362963,-5.672865,-6.461148,-6.461148,-5.873859,-5.362963,?,-6.279147,-5.585999,-6.684612,1
-5.684863,-5.790321,-5.279496,-6.378304,-7.986565,-5.279496,-5.908227,-5.279496,-6.378304,-5.684863,-5.58974,-5.502639,-5.097174,-5.097174,-4.943023,-4.809492,-5.58974,-5.348559,-5.214896,-5.790321,-5.15439,-4.852094,-5.348559,-5.502639,-5.097174,-5.279496,-6.041495,-5.422521,-4.768631,-5.684863,-5.097174,-7.986565,-5.790321,-5.502639,-6.041495,-6.601006,-6.378304,-5.097174,-6.041495,-6.041495,-4.620182,-5.790321,-5.790321,-7.986565,-5.908227,-5.348559,-6.888934,-5.790321,-6.195786,-5.684863,1
-4.991863,-5.790321,-5.684863,-5.422521,-5.58974,-5.422521,-6.195786,-6.195786,-4.349908,-5.502639,-6.378304,-6.601006,-6.888934,-6.888934,-7.294889,-4.768631,-5.58974,-5.422521,-4.768631,-5.684863,-6.888934,-6.601006,-7.294889,-6.888934,-6.601006,-5.58974,-7.294889,-6.041495,-6.601006,-7.294889,-7.986565,-5.502639,-4.991863,-4.691709,-6.378304,-5.348559,-5.58974,-6.195786,-4.768631,-7.986565,-7.294889,-6.195786,-5.908227,-6.888934,-6.601006,-7.294889,-6.378304,-5.790321,-6.378304,-5.502639,1
-6.888934,-6.601006,-6.888934,-6.195786,-7.294889,-5.790321,-6.378304,-6.041495,-4.491038,-5.790321,-6.041495,-6.041495,-5.908227,-6.888934,-6.378304,-6.041495,-6.378304,-6.195786,-6.888934,-7.986565,-7.294889,-6.601006,-6.888934,-6.601006,-6.195786,-6.041495,-6.378304,-6.888934,-6.601006,-6.378304,-7.986565,-4.943023,-7.986565,-7.294889,-5.790321,-7.294889,-6.378304,-6.041495,-7.986565,-5.790321,-6.378304,-6.041495,-6.888934,-6.378304,-6.378304,-6.195786,-6.888934,-6.041495,-7.294889,-6.041495,1
-5.422521,-5.908227,-7.986565,-5.684863,-6.041495,-5.502639,-6.041495,-6.041495,-6.601006,-6.601006,-6.378304,-6.601006,-5.684863,-6.195786,-6.195786,-5.279496,-6.601006,-5.58974,-6.041495,-7.986565,-7.294889,-6.041495,-7.986565,-6.195786,-6.378304,-6.041495,-7.294889,-6.888934,-6.378304,-6.195786,-5.58974,?,-6.378304,-6.195786,-6.195786,-5.908227,-6.601006,-6.601006,-5.790321,-7.294889,-6.378304,-6.378304,-6.378304,-6.601006,-6.378304,-6.378304,-6.378304,-7.294889,-6.601006,-6.378304,0
-7.294889,-6.888934,-7.294889,-6.195786,-6.195786,-6.601006,-6.041495,-7.986565,-5.684863,-6.041495,-6.601006,-7.986565,?,-6.378304,-6.601006,-7.986565,-6.041495,-6.378304,-7.294889,-7.986565,-7.294889,-7.294889,-6.888934,-6.888934,-6.378304,-5.908227,-5.348559,-6.378304,-5.908227,-6.601006,-7.986565,-7.294889,-6.378304,-6.888934,-5.502639,-6.195786,-6.195786,-6.195786,-6.888934,-6.888934,-6.195786,-6.041495,-6.041495,?,-5.790321,-5.908227,-6.378304,-6.888934,-5.790321,-6.041495,1
-7.986565,-6.378304,-6.888934,-6.195786,-6.041495,-5.908227,-6.601006,-5.908227,?,-5.502639,-6.378304,-6.195786,-6.601006,-6.601006,-6.195786,-6.195786,-7.294889,-6.195786,-6.378304,-5.502639,-6.601006,-6.888934,-6.378304,-7.294889,-6.601006,-5.684863,-6.195786,-6.041495,-6.601006,-6.601006,-5.790321,?,-6.041495,-6.195786,-6.601006,-5.15439,-5.502639,-6.601006,-5.15439,-7.294889,-6.888934,-6.378304,-6.888934,-5.908227,-5.790321,-5.908227,-5.908227,-5.908227,-7.986565,-6.378304,1
-5.257559,-6.104857,-6.510322,-5.41171,-5.950707,-6.510322,-5.817175,-5.950707,-4.370177,-5.699392,-6.510322,-7.896617,-6.287179,-6.798004,-6.798004,-5.594032,-6.104857,-5.950707,-6.798004,-6.104857,-6.510322,-6.510322,-6.510322,-7.896617,-7.20347,-6.104857,-6.798004,?,-6.798004,-6.798004,-6.510322,-5.594032,-6.104857,-6.510322,-5.950707,-6.287179,-5.498721,-5.950707,-6.104857,-6.287179,-6.798004,-7.20347,-5.699392,-5.950707,-6.798004,-7.896617,-5.817175,-6.798004,-6.798004,-5.950707,1
-5.790321,-6.378304,-5.502639,-7.294889,-7.294889,-6.195786,?,-6.888934,-5.684863,-7.294889,-6.601006,-6.888934,-5.790321,-6.378304,-5.908227,-6.888934,-6.601006,-6.888934,-5.908227,-6.041495,-6.601006,-6.378304,-5.908227,-5.422521,-6.195786,-6.195786,-7.986565,-6.041495,-5.279496,-6.041495,-5.422521,-6.601006,-7.294889,-6.601006,-6.888934,-6.041495,-5.684863,-6.601006,-7.294889,-6.378304,-6.888934,-6.195786,-6.601006,-6.601006,-5.790321,-5.15439,-7.294889,?,-6.195786,-5.684863,1
?,-6.601006,?,-6.888934,-6.888934,-5.908227,-6.195786,-6.378304,-3.412825,-6.378304,-6.888934,?,?,-6.601006,-6.378304,-7.294889,-7.986565,-5.684863,-7.294889,?,-7.986565,-6.888934,-7.986565,?,-5.908227,-6.378304,-6.601006,?,?,?,?,-4.075484,-6.195786,-6.601006,-6.888934,-6.041495,-7.294889,-6.378304,-7.986565,-5.422521,?,?,-7.294889,-5.097174,?,?,-6.601006,-7.294889,-6.601006,?,0
-4.671951,-5.817175,-5.817175,-4.990392,-5.683686,-6.376539,-5.460366,-6.664025,-5.817175,-5.278123,-7.070274,-6.376539,-7.763421,-5.683686,-6.664025,-5.817175,-5.97127,-5.97127,-5.365098,-6.664025,-5.817175,-6.664025,-6.376539,-7.763421,-5.460366,-5.97127,-6.153513,-6.664025,-7.070274,-6.153513,-7.070274,?,-4.627518,-6.664025,-6.376539,-6.376539,-5.19811,-6.376539,-5.460366,-7.763421,-7.070274,-7.763421,-7.070274,-7.763421,-6.664025,-6.664025,-6.664025,-5.124028,-5.817175,-6.376539,1
